,match_probability,source_dataset_l,source_dataset_r,unique_id_l,unique_id_r,firstname_l,firstname_r,lastname_l,lastname_r,petname_l,petname_r,dob_l,dob_r,sex_l,sex_r,match_key
2556,100.0,facility_df,house_df,1845,273,Salima,Salima,Nalubanga,Nalubanga,Nola,Nola,1930-05-29,1930-05-29,2,2,0
874,100.0,facility_df,house_df,2610,316,Salima,Salima,Nakanda,Nakanda,,,2014-03-30,2014-03-23,2,2,0
2534,100.0,facility_df,house_df,580,3617,Salima,Salima,Namususwa,Namususwa,Mika,Mika,2018-08-21,2018-08-21,2,2,0
2099,100.0,facility_df,house_df,2867,273,Salima,Salima,Nalubanga,Nalubanga,Nola,Nola,1930-05-09,1930-05-29,2,2,0
1572,100.0,facility_df,house_df,728,2989,Salima,Salima,Bint,Bint,Aneno,,2014-07-11,2014-07-04,2,2,0
543,100.0,facility_df,house_df,2592,619,Salima,Salima,Babirye,Babirye,Asanta,,1986-03-04,1986-03-17,2,2,0
2290,100.0,facility_df,house_df,561,623,Salima,Salima,Naiwumbwe,Naiwumbwe,Vira,Vira,2024-10-10,2024-10-10,2,2,0
2491,100.0,facility_df,house_df,1377,3712,Salima,Salima,Shakira,Shakira,Mika,Mika,2003-08-17,2003-08-17,2,2,0
1508,100.0,facility_df,house_df,2646,907,Salima,Salima,Nakaziba,Nakaziba,,,1981-05-03,1981-05-03,2,2,0
544,100.0,facility_df,house_df,830,619,Salima,Salima,Babirye,Babirye,Asanta,,1986-03-04,1986-03-17,2,2,0
507,100.0,facility_df,house_df,1766,907,Salima,Salima,Nakaziba,Nakaziba,Malaika,,1981-05-10,1981-05-03,2,2,0
420,100.0,facility_df,house_df,1637,623,Salima,Salima,Naiwumbwe,Naiwumbwe,Asiimwe,Vira,2024-09-20,2024-10-10,2,2,0
1092,100.0,facility_df,house_df,1703,3328,Salimanti,Salimanti,Naigaga,Naigaga,Nabbosa,,2001-08-15,2001-08-28,2,2,0
635,100.0,facility_df,house_df,2368,3889,Salimu,Salimu,Kisambira,Kisambira,Cheche,Awori,2002-09-26,2002-10-09,1,1,0
1558,100.0,facility_df,house_df,2496,2068,Salimu,Salimu,Kabaale,Kabaale,Nalubega,Jokkene,1933-07-15,1933-08-04,1,1,0
1548,100.0,facility_df,house_df,555,1972,Salimu,Salimu,Steven,Steven,Nakalanzi,Mukwaya,1991-05-20,1991-06-09,1,1,0
1309,100.0,facility_df,house_df,2672,1949,Salimu,Salimu,Kasadha,Kasadha,Najja,Munyagwa,2010-05-03,2010-05-23,1,1,0
1904,100.0,facility_df,house_df,1307,1383,Salumina,Salumina,Nakaziba,Nakaziba,,,1985-09-25,1985-09-25,2,2,0
2885,100.0,facility_df,house_df,1610,693,Saluwa,Saluwa,Somoko,Somoko,Yama,Yama,2008-07-30,2008-07-30,2,2,0
1818,100.0,facility_df,house_df,1145,2682,Saluwa,Saluwa,Nakaziba,Nakaziba,,,1958-07-28,1958-07-28,2,2,0
1316,100.0,facility_df,house_df,1739,693,Saluwa,Saluwa,Somoko,Somoko,Bakari,Yama,2008-07-24,2008-07-30,2,2,0
2179,100.0,facility_df,house_df,1259,1909,Samira,Samira,Esther,Esther,,,1933-05-19,1933-05-19,2,2,0
1836,100.0,facility_df,house_df,1178,1909,Samira,Samira,Esther,Esther,Malaika,,1933-05-26,1933-05-19,2,2,0
1874,100.0,facility_df,house_df,2755,1708,Samson,Samson,Edger,Edger,Balinda,Matovu,1954-11-30,1954-12-13,1,1,0
1074,100.0,facility_df,house_df,878,711,Samuel,Samuel,Charles,Charles,Bandi,Abbo,1933-01-10,1933-01-03,1,1,0
1072,100.0,facility_df,house_df,1889,711,Samuel,Samuel,Charles,Charles,Bandi,Abbo,1933-01-10,1933-01-03,1,1,0
1827,100.0,facility_df,house_df,1835,1322,Sanala,Sanula,Saida,Saida,Panda,Panda,1989-05-30,1989-06-12,2,2,1
1811,100.0,facility_df,house_df,1757,1848,Sande,Sande,Opala,Opala,Katikkiro,Kimeze,1959-06-15,1959-06-28,1,1,0
1721,100.0,facility_df,house_df,2732,1863,Sandra,Sandra,Namasoga,Namasoga,Kiganda,,1942-10-24,1942-10-04,2,2,0
2026,100.0,facility_df,house_df,1596,3881,Sandra,Sandra,Amina,Amina,,,2008-10-23,2008-10-23,2,2,0
1471,100.0,facility_df,house_df,1607,3881,Sandra,Sandra,Amina,Amina,Byaruhanga,,2008-10-10,2008-10-23,2,2,0
2018,100.0,facility_df,house_df,1941,1218,Sandra,Sandra,Faima,Faima,,,1954-09-21,1954-09-21,2,2,0
2188,100.0,facility_df,house_df,2292,1376,Sandra,Sandra,Hailati,Hailati,Mira,Mira,1934-11-10,1934-11-23,2,2,0
2819,100.0,facility_df,house_df,1631,2679,Sanon,Sanon,Mukupya,Mukupya,Kagimu,Kagimu,2002-09-16,2002-09-16,1,1,0
2362,100.0,facility_df,house_df,509,2679,Sanon,Sanon,Mukupya,Mukupya,Kagimu,Kagimu,2002-09-03,2002-09-16,1,1,0
1380,100.0,facility_df,house_df,2119,3700,Sanon,Sanon,Erickson,Erickson,Anole,Kyota,1970-08-25,1970-09-07,1,1,0
1402,100.0,facility_df,house_df,260,3888,Sarah,Sarah,Kasili,Kasili,Chaka,,2027-04-15,2027-04-08,2,2,0
1401,100.0,facility_df,house_df,927,3888,Sarah,Sarah,Kasili,Kasili,Chaka,,2027-04-15,2027-04-08,2,2,0
2003,100.0,facility_df,house_df,2003,3668,Sarah,Sarah,Justine,Justine,,,2023-01-31,2023-01-31,2,2,0
2598,100.0,facility_df,house_df,1634,3972,Sarah,Sarah,Biyinzika,Biyinzika,Ziba,Ziba,1967-04-22,1967-04-22,2,2,0
1063,100.0,facility_df,house_df,1445,4095,Sarah,Sarah,Rihana,Rihana,Nakato,Asha,2003-04-07,2003-03-31,2,2,0
298,100.0,facility_df,house_df,2353,2206,Sarah,Sarah,Nabirye,Nabirye,Nyama,Vara,2005-09-16,2005-08-20,2,2,0
2254,100.0,facility_df,house_df,1743,1483,Sarah,Sarah,Zakiya,Zakiya,Azara,Azara,1935-01-28,1935-02-10,2,2,0
1028,100.0,facility_df,house_df,482,3815,Sarah,Sarah,Recheal,Recheal,Banyanga,,1964-02-05,1964-02-18,2,2,0
394,100.0,facility_df,house_df,284,3034,Sarah,Sarah,Nakiranda,Nakiranda,Atera,Xira,1931-10-16,1931-09-26,2,2,0
1924,100.0,facility_df,house_df,438,1161,Sarah,Sarah,Namubiru,Namubiru,,,2019-05-04,2019-05-04,2,2,0
1026,100.0,facility_df,house_df,2211,3815,Sarah,Sarah,Recheal,Recheal,Banyanga,,1964-02-05,1964-02-18,2,2,0
699,100.0,facility_df,house_df,607,3609,Sarah,Sarah,Namwebya,Namwebya,Abwooli,,1936-10-26,1936-11-08,2,2,0
1901,100.0,facility_df,house_df,81,3674,Sarah,Sarah,Brenda,Brenda,,,1947-04-15,1947-04-15,2,2,0
700,100.0,facility_df,house_df,541,3609,Sarah,Sarah,Namwebya,Namwebya,Abwooli,,1936-10-26,1936-11-08,2,2,0
791,100.0,facility_df,house_df,1345,3543,Sarah,Sarah,Shabra,Shabra,Nansamba,Chuma,1960-09-11,1960-08-11,2,2,0
829,100.0,facility_df,house_df,1446,1454,Sarah,Sarah,Rahuma,Rahuma,,,2013-07-04,2013-07-17,2,2,0
1922,100.0,facility_df,house_df,2545,389,Sarah,Sarah,Nakiganda,Nakiganda,,,2025-11-27,2025-11-27,2,2,0
340,100.0,facility_df,house_df,738,2089,Sarah,Sarah,Namaganda,Namaganda,Nalukenge,Xara,2025-08-11,2025-08-24,2,2,0
2161,100.0,facility_df,house_df,2078,906,Sauba,Sauba,Ratifa,Ratifa,,,2026-02-22,2026-02-22,2,2,0
1067,100.0,facility_df,house_df,1097,3152,Sauba,Sauba,Gift,Gift,Biyinzika,Malaika,2000-04-09,2000-04-02,2,2,0
1066,100.0,facility_df,house_df,1100,3152,Sauba,Sauba,Gift,Gift,Biyinzika,Malaika,2000-04-09,2000-04-02,2,2,0
2223,100.0,facility_df,house_df,244,3329,Saudah,Saudah,Rashima,Rashima,,,1982-12-02,1982-12-02,2,2,0
2080,100.0,facility_df,house_df,134,1351,Saufa,Saufa,,,Akina,Akina,2009-07-13,2009-07-13,2,2,0
87,97.69,facility_df,house_df,134,3431,Saufa,Sauya,,Tibasima,Akina,Akina,2009-07-13,1957-06-01,2,2,1
1348,100.0,facility_df,house_df,2774,571,Sauya,Sauya,Nakabambwe,Nakabambwe,Amola,,1946-10-10,1946-10-03,2,2,0
2036,100.0,facility_df,house_df,987,1125,Sauya,Sauya,Kyobonela,Kyobonela,,,1930-09-29,1930-09-29,2,2,0
1349,100.0,facility_df,house_df,2740,571,Sauya,Sauya,Nakabambwe,Nakabambwe,Amola,,1946-10-10,1946-10-03,2,2,0
2247,100.0,facility_df,house_df,1755,2330,Sauya,Sauya,Nakaziba,Nakaziba,Azara,Azara,1997-08-17,1997-08-17,2,2,0
1483,100.0,facility_df,house_df,1387,1125,Sauya,Sauya,Kyobonela,Kyobonela,Nampijja,,1930-10-06,1930-09-29,2,2,0
319,100.0,facility_df,house_df,1060,1658,Sauya,Sauya,Nakagolo,Nakagolo,Awono,Amaya,1949-07-06,1949-07-26,2,2,0
1053,100.0,facility_df,house_df,72,1822,Sauya,Sauya,Namusobya,Namusobya,Jafari,,2000-10-20,2000-11-02,2,2,0
1938,100.0,facility_df,house_df,262,2330,Sauya,Sauya,Nakaziba,Nakaziba,Azara,Azara,1997-08-04,1997-08-17,2,2,0
1573,100.0,facility_df,house_df,1263,1752,Sauya,Sauya,Fatina,Fatina,Biyinzika,,2000-02-19,2000-03-03,2,2,0
1005,100.0,facility_df,house_df,387,1245,Sauya,Sauya,Florence,Florence,Wazi,Tasha,1938-03-04,1938-02-05,2,2,0
1004,100.0,facility_df,house_df,1232,1245,Sauya,Sauya,Florence,Florence,Wazi,Tasha,1938-03-04,1938-02-05,2,2,0
2754,100.0,facility_df,house_df,26,2845,Sauya,Sauya,Doreen,Doreen,Gani,Gani,1945-01-22,1945-01-22,2,2,0
2338,100.0,facility_df,house_df,2157,1658,Sauya,Sauya,Nakagolo,Nakagolo,Amaya,Amaya,1949-07-26,1949-07-26,2,2,0
2081,100.0,facility_df,house_df,648,3956,Sawuya,Sawuya,Nabutanda,Nabutanda,,,1980-09-02,1980-09-02,2,2,0
1344,100.0,facility_df,house_df,157,3684,Sawuya,Sawuya,Namukose,Namukose,Amutu,,1932-11-30,1932-12-13,2,2,0
1343,100.0,facility_df,house_df,679,3684,Sawuya,Sawuya,Namukose,Namukose,Amutu,,1932-11-30,1932-12-13,2,2,0
1589,100.0,facility_df,house_df,196,1814,Scovia,Scovia,Nakisuyi,Nakisuyi,Ggamba,,1970-05-06,1970-05-19,2,2,0
1813,100.0,facility_df,house_df,2853,3927,Sembattya,Sembattya,Magoola,Magoola,Jangu,Kaoma,1932-09-11,1932-10-01,1,1,0
1841,100.0,facility_df,house_df,367,1971,Shaban,Shaban,Kalosi,Kalosi,Nakalanzi,Nakulima,1978-01-12,1978-01-25,1,1,0
1516,100.0,facility_df,house_df,175,118,Shaban,Shaban,Aithamu,Aithamu,Nanyonjo,Masiko,2025-03-18,2025-03-11,1,1,0
1638,100.0,facility_df,house_df,1206,2950,Shadia,Shadia,Ekiwa,Ekiwa,Alele,Fara,2003-01-21,2003-01-14,2,2,0
1342,100.0,facility_df,house_df,1626,2194,Shadiya,Shadiya,Namusobya,Namusobya,Nsereko,,1985-04-01,1985-04-21,2,2,0
2553,100.0,facility_df,house_df,2604,2376,Shafiga,Shafiga,Naigaga,Naigaga,Nola,Nola,1962-03-01,1962-03-01,2,2,0
1796,100.0,facility_df,house_df,796,3291,Shafika,Shafika,Kakoose,Kakoose,Kizito,,1954-08-16,1954-08-29,2,2,0
2160,100.0,facility_df,house_df,1000,3291,Shafika,Shafika,Kakoose,Kakoose,,,1954-08-29,1954-08-29,2,2,0
1013,100.0,facility_df,house_df,973,1163,Shafiki,Shafiki,Menya,Menya,Nasuna,Kefa,2015-08-19,2015-09-01,1,1,0
610,100.0,facility_df,house_df,2366,3211,Shafiki,Shafiki,Isabirye,Isabirye,Gamba,Ganyana,1946-04-29,1946-05-12,1,1,0
2739,100.0,facility_df,house_df,1874,1163,Shafiki,Shafiki,Menya,Menya,Kefa,Kefa,2015-09-01,2015-09-01,1,1,0
1190,100.0,facility_df,house_df,321,154,Shafiki,Shafiki,Kasozi,Kasozi,Namara,Mukitale,2024-10-04,2024-10-17,1,1,0
1502,100.0,facility_df,house_df,337,171,Shafique,Shafique,Ntale,Ntale,Nakato,Mugenzi,1968-09-10,1968-09-23,1,1,0
910,100.0,facility_df,house_df,275,969,Shafique,Shafique,Kisuyi,Kisuyi,Nakalanzi,Jajja,1949-06-01,1949-06-14,1,1,0
906,100.0,facility_df,house_df,1229,969,Shafique,Shafique,Kisuyi,Kisuyi,Nakalanzi,Jajja,1949-06-01,1949-06-14,1,1,0
1358,100.0,facility_df,house_df,2038,1770,Shafique,Shafique,Shakulu,Shakulu,Buyaga,Kyewalabye,1968-01-12,1968-02-01,1,1,0
1355,100.0,facility_df,house_df,2857,1770,Shafique,Shafique,Shakulu,Shakulu,Buyaga,Kyewalabye,1968-01-12,1968-02-01,1,1,0
1042,100.0,facility_df,house_df,1342,2624,Shafique,Shafique,Muwunba,Muwunba,Byenkya,Nagujja,1935-11-23,1935-12-06,1,1,0
2364,100.0,facility_df,house_df,106,416,Shafuwa,Shafuwa,Biribawa,Biribawa,Sira,Sira,1951-04-12,1951-04-05,2,2,0
2025,100.0,facility_df,house_df,1051,2405,Shaidati,Shaidati,Naigaga,Naigaga,Femi,Femi,2008-06-29,2008-07-12,2,2,0
1405,100.0,facility_df,house_df,2625,3695,Shaidati,Shaidati,Edith,Edith,Aniku,Boma,1966-10-30,1966-10-23,2,2,0
1407,100.0,facility_df,house_df,1687,3695,Shaidati,Shaidati,Edith,Edith,Aniku,Boma,1966-10-30,1966-10-23,2,2,0
797,100.0,facility_df,house_df,171,3032,Shaidati,Shaidati,Nakagolo,Nakagolo,Atek,,1995-06-16,1995-07-06,2,2,0
1736,100.0,facility_df,house_df,2896,291,Shakalu,Shakulu,Musa,Musa,Mugabi,Mugabi,1969-09-26,1969-10-09,1,1,1
1737,100.0,facility_df,house_df,1824,291,Shakalu,Shakulu,Musa,Musa,Mugabi,Mugabi,1969-09-26,1969-10-09,1,1,1
2946,100.0,facility_df,house_df,2524,2703,Shakibu,Shakibu,Nambi,Nambi,Nalibwama,Nalibwama,1942-05-29,1942-05-29,1,1,0
1892,100.0,facility_df,house_df,1150,2996,Shakira,Shakira,Lydia,Lydia,,,2003-08-29,2003-08-29,2,2,0
2527,100.0,facility_df,house_df,2827,3997,Shakira,Shakira,Kauma,Kauma,Lala,Lala,1935-07-29,1935-07-29,2,2,0
1981,100.0,facility_df,house_df,2090,1071,Shakira,Shakira,Faima,Faima,,,2028-04-24,2028-04-24,2,2,0
2680,100.0,facility_df,house_df,1585,291,Shakulu,Shakulu,Musa,Musa,Mugabi,Mugabi,1969-10-09,1969-10-09,1,1,0
1556,100.0,facility_df,house_df,1346,3878,Shalif,Shalif,Ndibogeza,Ndibogeza,Bwino,Kusiima,1975-08-28,1975-09-02,1,1,0
903,100.0,facility_df,house_df,2546,1281,Shaluwa,Shaluwa,Namulondo,Namulondo,,,1964-07-23,1964-07-03,2,2,0
1898,100.0,facility_df,house_df,778,2222,Shaluwa,Shaluwa,Jumia,Jumia,Shadrack,,1953-04-04,1953-04-17,2,2,0
2397,100.0,facility_df,house_df,632,2800,Shamida,Shamida,Atiika,Atiika,Ama,Ama,1991-02-23,1991-01-27,2,2,0
684,100.0,facility_df,house_df,2162,3110,Shamida,Shamida,Sarah,Sarah,Bamwe,Yara,1938-07-20,1938-06-30,2,2,0
686,100.0,facility_df,house_df,331,3110,Shamida,Shamida,Sarah,Sarah,Bamwe,Yara,1938-07-20,1938-06-30,2,2,0
2072,100.0,facility_df,house_df,874,485,Shamida,Shamida,Christine,Christine,,,2019-07-06,2019-07-06,2,2,0
1637,100.0,facility_df,house_df,1148,2248,Shamidu,Shamidu,Mary,Mary,Yusuf,Bisa,1950-06-16,1950-06-29,2,2,0
1605,100.0,facility_df,house_df,52,379,Shamim,Shamim,Kafuko,Kafuko,,,2008-09-23,2008-10-13,2,2,0
72,97.42,facility_df,house_df,2445,379,Shamim,Shamim,,Kafuko,Kazi,,1998-01-13,2008-10-13,2,2,0
71,97.42,facility_df,house_df,52,857,Shamim,Shamim,Kafuko,,,Alaba,2008-09-23,1998-01-19,2,2,0
257,100.0,facility_df,house_df,2445,857,Shamim,Shamim,,,Kazi,Alaba,1998-01-13,1998-01-19,2,2,0
1985,100.0,facility_df,house_df,1248,2495,Shamim,Shamim,Naigaga,Naigaga,Wura,Wura,1986-12-04,1986-12-17,2,2,0
182,99.65,facility_df,house_df,2489,2103,Shamimu,Shamimu,Nabirye,Nabirye,,,1956-03-18,1980-06-28,2,2,0
1235,100.0,facility_df,house_df,1867,4003,Shamimu,Shamimu,Birungi,Birungi,Lupita,,1940-08-29,1940-09-18,2,2,0
149,99.28,facility_df,house_df,1403,2259,Shamimu,Shamimu,Babirye,Babirye,Kiganda,Jira,1984-04-14,2011-01-20,2,2,0
148,99.28,facility_df,house_df,29,3964,Shamimu,Shamimu,Babirye,Babirye,Jira,Tara,2011-01-27,1984-04-07,2,2,0
147,99.28,facility_df,house_df,563,3964,Shamimu,Shamimu,Babirye,Babirye,Jira,Tara,2011-01-27,1984-04-07,2,2,0
402,100.0,facility_df,house_df,1403,3964,Shamimu,Shamimu,Babirye,Babirye,Kiganda,Tara,1984-04-14,1984-04-07,2,2,0
2230,100.0,facility_df,house_df,2611,1308,Shamimu,Shamimu,Mukebezi,Mukebezi,Tara,Tara,1974-12-30,1975-01-04,2,2,0
44,96.42,facility_df,house_df,1403,2103,Shamimu,Shamimu,Babirye,Nabirye,Kiganda,,1984-04-14,1980-06-28,2,2,0
1507,100.0,facility_df,house_df,2489,2709,Shamimu,Shamimu,Nabirye,Nabirye,,,1956-03-18,1956-03-18,2,2,0
12,95.51,facility_df,house_df,1760,2709,Shamimu,Shamimu,,Nabirye,Kiganda,,1947-08-16,1956-03-18,2,2,0
270,100.0,facility_df,house_df,1760,3262,Shamimu,Shamimu,,,Kiganda,,1947-08-16,1947-09-05,2,2,0
13,95.51,facility_df,house_df,1760,4003,Shamimu,Shamimu,,Birungi,Kiganda,,1947-08-16,1940-09-18,2,2,0
1987,100.0,facility_df,house_df,563,2259,Shamimu,Shamimu,Babirye,Babirye,Jira,Jira,2011-01-27,2011-01-20,2,2,0
14,95.51,facility_df,house_df,2489,3262,Shamimu,Shamimu,Nabirye,,,,1956-03-18,1947-09-05,2,2,0
15,95.51,facility_df,house_df,1867,3262,Shamimu,Shamimu,Birungi,,Lupita,,1940-08-29,1947-09-05,2,2,0
2231,100.0,facility_df,house_df,1605,1308,Shamimu,Shamimu,Mukebezi,Mukebezi,Tara,Tara,1974-12-30,1975-01-04,2,2,0
1988,100.0,facility_df,house_df,29,2259,Shamimu,Shamimu,Babirye,Babirye,Jira,Jira,2011-01-27,2011-01-20,2,2,0
2376,100.0,facility_df,house_df,2700,2342,Shamina,Shamina,Naisanga,Naisanga,Sira,Sira,1941-11-29,1941-11-29,2,2,0
908,100.0,facility_df,house_df,1996,1691,Shamina,Shamina,Bakulimya,Bakulimya,Bakamwesiga,Panya,2001-09-16,2001-09-29,2,2,0
2307,100.0,facility_df,house_df,1840,289,Shamina,Shamina,Babirye,Babirye,Eanda,Eanda,1931-09-26,1931-09-26,2,2,0
2539,100.0,facility_df,house_df,2771,20,Shamina,Shamina,Mercy,Mercy,Kala,Kala,1963-08-24,1963-08-24,2,2,0
867,100.0,facility_df,house_df,1793,3330,Shamina,Shamina,Nakasolo,Nakasolo,Nabbosa,Jola,2009-01-06,2009-01-19,2,2,0
2002,100.0,facility_df,house_df,1454,289,Shamina,Shamina,Babirye,Babirye,Eanda,Eanda,1931-09-13,1931-09-26,2,2,0
1519,100.0,facility_df,house_df,2530,37,Shamina,Shamina,Eseza,Eseza,Miremba,,1945-09-21,1945-10-04,2,2,0
2681,100.0,facility_df,house_df,476,3330,Shamina,Shamina,Nakasolo,Nakasolo,Jola,Jola,2009-01-19,2009-01-19,2,2,0
2058,100.0,facility_df,house_df,700,2342,Shamina,Shamina,Naisanga,Naisanga,Sira,Sira,1941-11-16,1941-11-29,2,2,0
1766,100.0,facility_df,house_df,643,1209,Shanick,Shanick,Zuluuta,Zuluuta,Nyende,Gia,2003-04-14,2003-04-27,2,2,0
1847,100.0,facility_df,house_df,294,334,Shanifa,Shanifa,Namukooya,Namukooya,,,1953-03-18,1953-03-31,2,2,0
2185,100.0,facility_df,house_df,1769,448,Shanifa,Shanifa,Sumaya,Sumaya,Bisa,Bisa,2017-11-06,2017-10-10,2,2,0
320,100.0,facility_df,house_df,2161,3227,Shanita,Shanita,Naigaga,Naigaga,Jangu,Manda,1953-11-12,1953-10-16,2,2,0
2792,100.0,facility_df,house_df,1152,844,Shanita,Shanita,Namuyangu,Namuyangu,Vama,Vama,2027-09-04,2027-09-04,2,2,0
321,100.0,facility_df,house_df,656,1223,Shanita,Shanita,Namaganda,Namaganda,Shona,Fara,1939-01-28,1939-01-21,2,2,0
1845,100.0,facility_df,house_df,1350,2956,Shanita,Shanita,Namwase,Namwase,,,2000-11-22,2000-11-22,2,2,0
207,99.84,facility_df,house_df,2452,1515,Shanita,Shanita,Aisha,Aisha,Chika,,1973-08-15,1987-02-19,2,2,0
659,100.0,facility_df,house_df,574,1711,Shanita,Shanita,Nakayima,Nakayima,Bandi,Pama,1998-09-15,1998-09-28,2,2,0
2621,100.0,facility_df,house_df,2118,1711,Shanita,Shanita,Nakayima,Nakayima,Pama,Pama,1998-09-28,1998-09-28,2,2,0
813,100.0,facility_df,house_df,2525,1230,Shanita,Shanita,Ashima,Ashima,Ssengendo,Ima,1938-08-21,1938-09-03,2,2,0
1805,100.0,facility_df,house_df,1471,2648,Shanita,Shanita,Shamimu,Shamimu,,,1934-03-19,1934-03-19,2,2,0
2415,100.0,facility_df,house_df,2452,60,Shanita,Shanita,Aisha,Aisha,Chika,Chika,1973-08-15,1973-08-15,2,2,0
814,100.0,facility_df,house_df,1926,1230,Shanita,Shanita,Ashima,Ashima,Ssengendo,Ima,1938-08-21,1938-09-03,2,2,0
2087,100.0,facility_df,house_df,1306,4026,Shanita,Shanita,Nansubuga,Nansubuga,,,1962-11-11,1962-11-11,2,2,0
2086,100.0,facility_df,house_df,1876,727,Shanita,Shanita,Clare,Clare,,,2024-01-01,2024-01-01,2,2,0
847,100.0,facility_df,house_df,562,2648,Shanita,Shanita,Shamimu,Shamimu,Ggome,,1934-02-27,1934-03-19,2,2,0
1279,100.0,facility_df,house_df,1685,2904,Sharifa,Sharifa,Halima,Halima,Abiram,,1958-04-09,1958-04-22,2,2,0
927,100.0,facility_df,house_df,754,3004,Sharifa,Sharifa,Amina,Amina,Apaku,Ora,1934-10-23,1934-09-26,2,2,0
954,100.0,facility_df,house_df,1351,4111,Sharita,Sharita,Nabirye,Nabirye,Nakato,,1981-03-05,1981-03-18,2,2,0
1852,100.0,facility_df,house_df,128,4111,Sharita,Sharita,Nabirye,Nabirye,,,1981-03-18,1981-03-18,2,2,0
1143,100.0,facility_df,house_df,853,1854,Sharon,Sharon,Baitawo,Baitawo,Kato,Laila,1939-04-13,1939-04-26,2,2,0
446,100.0,facility_df,house_df,2291,1516,Sharon,Sharon,Naigaga,Naigaga,Adidi,,2026-05-15,2026-05-08,2,2,0
665,100.0,facility_df,house_df,433,472,Sharon,Sharon,Kagoya,Kagoya,,,1964-07-06,1964-07-19,2,2,0
1941,100.0,facility_df,house_df,2711,3238,Sharon,Sharon,Mudondo,Mudondo,,,2022-10-23,2022-10-23,2,2,0
966,100.0,facility_df,house_df,1038,934,Sharon,Sharon,Tracy,Tracy,Nabbosa,,1985-10-01,1985-10-14,2,2,0
2260,100.0,facility_df,house_df,743,4072,Sharon,Sharon,Nankwanga,Nankwanga,Sira,Sira,2004-08-04,2004-08-04,2,2,0
1225,100.0,facility_df,house_df,1456,3238,Sharon,Sharon,Mudondo,Mudondo,Kamali,,2022-10-10,2022-10-23,2,2,0
1226,100.0,facility_df,house_df,511,3659,Sharon,Sharon,Nabanda,Nabanda,Alumo,,1956-04-05,1956-04-18,2,2,0
173,99.48,facility_df,house_df,2291,2874,Sharon,Sharon,Naigaga,Naigaga,Adidi,,2026-05-15,1988-07-13,2,2,0
1286,100.0,facility_df,house_df,618,953,Sharuwa,Sharuwa,Vanisha,Vanisha,Nakalango,Gani,1987-10-16,1987-10-29,2,2,0
373,100.0,facility_df,house_df,2220,3450,Sharuwa,Sharuwa,Naigaga,Naigaga,Nalubega,Gama,1971-04-04,1971-04-24,2,2,0
388,100.0,facility_df,house_df,2250,935,Shatra,Shatra,Nangobi,Nangobi,Nabbosa,Manda,2023-11-01,2023-11-21,2,2,0
389,100.0,facility_df,house_df,642,935,Shatra,Shatra,Nangobi,Nangobi,Nabbosa,Manda,2023-11-01,2023-11-21,2,2,0
2449,100.0,facility_df,house_df,1440,935,Shatra,Shatra,Nangobi,Nangobi,Manda,Manda,2023-11-21,2023-11-21,2,2,0
573,100.0,facility_df,house_df,225,3289,Sheila,Sheila,Nakagolo,Nakagolo,Kizito,Oma,1972-07-11,1972-07-24,2,2,0
572,100.0,facility_df,house_df,550,3289,Sheila,Sheila,Nakagolo,Nakagolo,Kizito,Oma,1972-07-11,1972-07-24,2,2,0
571,100.0,facility_df,house_df,1222,3289,Sheila,Sheila,Nakagolo,Nakagolo,Kizito,Oma,1972-07-11,1972-07-24,2,2,0
2027,100.0,facility_df,house_df,1984,2190,Sheilati,Sheilati,Rahumah,Rahumah,Nsereko,,1945-07-02,1945-07-15,2,2,0
1531,100.0,facility_df,house_df,558,2585,Sheira,Sheira,Nawaguma,Nawaguma,Bakibinga,,1933-08-18,1933-08-31,2,2,0
2050,100.0,facility_df,house_df,1205,2585,Sheira,Sheira,Nawaguma,Nawaguma,,,1933-08-31,1933-08-31,2,2,0
1530,100.0,facility_df,house_df,1654,2585,Sheira,Sheira,Nawaguma,Nawaguma,Bakibinga,,1933-08-18,1933-08-31,2,2,0
1338,100.0,facility_df,house_df,1732,3460,Sheira,Sheira,Namulyasira,Namulyasira,Nalubega,Jola,2016-03-25,2016-04-07,2,2,0
1339,100.0,facility_df,house_df,1220,3460,Sheira,Sheira,Namulyasira,Namulyasira,Nalubega,Jola,2016-03-25,2016-04-07,2,2,0
490,100.0,facility_df,house_df,1035,3491,Sheira,Sheira,Namususwa,Namususwa,Nalukenge,Malaika,1986-04-09,1986-04-02,2,2,0
2720,100.0,facility_df,house_df,2089,2743,Shifa,Shifa,Fatuma,Fatuma,Quila,Quila,1962-10-25,1962-10-25,2,2,0
1937,100.0,facility_df,house_df,2841,3408,Shifa,Shifa,Naiwumbwe,Naiwumbwe,,,1963-02-22,1963-02-22,2,2,0
1313,100.0,facility_df,house_df,1999,764,Shifura,Shifura,Nakagolo,Nakagolo,Bulimu,,1955-01-07,1955-01-20,2,2,0
1381,100.0,facility_df,house_df,647,44,Shirati,Shirati,Namukasa,Namukasa,Lumala,Panda,2019-10-28,2019-11-10,2,2,0
2797,100.0,facility_df,house_df,1506,44,Shirati,Shirati,Namukasa,Namukasa,Panda,Panda,2019-11-10,2019-11-10,2,2,0
1882,100.0,facility_df,house_df,1620,1091,Shube,Shube,Tibasabwa,Tibasabwa,Nalukenge,,1994-02-15,1994-02-08,2,2,0
2115,100.0,facility_df,house_df,512,2561,Shube,Shube,Besi,Besi,,,1991-06-18,1991-06-18,2,2,0
